"Notes","County","County Code","Year","Year Code",Deaths,Population,Crude Rate
,"Glenn County, CA","06021","2019","2019",Suppressed,28393,Suppressed
,"Glenn County, CA","06021","2020","2020",12,28283,Unreliable
,"Glenn County, CA","06021","2021","2021",12,28805,Unreliable
,"Glenn County, CA","06021","2022","2022",12,28339,Unreliable
,"Glenn County, CA","06021","2023 ","2023",15,28129,Unreliable
,"Humboldt County, CA","06023","2018","2018",38,136373,27.864753287
,"Humboldt County, CA","06023","2019","2019",48,135558,35.409197539
,"Humboldt County, CA","06023","2020","2020",47,134977,34.820747238
,"Humboldt County, CA","06023","2021","2021",70,136310,51.353532389
,"Humboldt County, CA","06023","2022","2022",92,135010,68.143100511
,"Humboldt County, CA","06023","2023 ","2023",80,133985,59.708176288
,"Imperial County, CA","06025","2018","2018",45,181827,24.748799683
,"Imperial County, CA","06025","2019","2019",33,181215,18.210413045
,"Imperial County, CA","06025","2020","2020",64,180267,35.502892931
,"Imperial County, CA","06025","2021","2021",20,179851,11.120316262
,"Imperial County, CA","06025","2022","2022",34,178713,19.024917046
,"Imperial County, CA","06025","2023 ","2023",23,179057,12.845071681
,"Inyo County, CA","06027","2018","2018",Suppressed,17987,Suppressed
,"Inyo County, CA","06027","2019","2019",Suppressed,18039,Suppressed
,"Inyo County, CA","06027","2020","2020",Suppressed,18046,Suppressed
,"Inyo County, CA","06027","2021","2021",12,18970,Unreliable
,"Inyo County, CA","06027","2022","2022",Suppressed,18718,Suppressed
,"Inyo County, CA","06027","2023 ","2023",Suppressed,18527,Suppressed
,"Kern County, CA","06029","2018","2018",229,896764,25.536261491
,"Kern County, CA","06029","2019","2019",268,900202,29.771095821
,"Kern County, CA","06029","2020","2020",362,901362,40.161444569
,"Kern County, CA","06029","2021","2021",497,917673,54.158725385
,"Kern County, CA","06029","2022","2022",497,916108,54.251245486
,"Kern County, CA","06029","2023 ","2023",508,913820,55.590816572
,"Kings County, CA","06031","2018","2018",21,151366,13.873657228
,"Kings County, CA","06031","2019","2019",27,152940,17.653981954
,"Kings County, CA","06031","2020","2020",21,152692,13.753176329
,"Kings County, CA","06031","2021","2021",31,153443,20.202941809
,"Kings County, CA","06031","2022","2022",32,152981,20.917630294
,"Kings County, CA","06031","2023 ","2023",31,152682,20.303637626
,"Lake County, CA","06033","2018","2018",43,64382,66.788854027
,"Lake County, CA","06033","2019","2019",47,64386,72.997235424
,"Lake County, CA","06033","2020","2020",49,64479,75.993734394
,"Lake County, CA","06033","2021","2021",70,68766,101.794491464
,"Lake County, CA","06033","2022","2022",64,68191,93.854027658
,"Lake County, CA","06033","2023 ","2023",55,67878,81.027726215
,"Lassen County, CA","06035","2018","2018",Suppressed,30802,Suppressed
,"Lassen County, CA","06035","2019","2019",11,30573,Unreliable
,"Lassen County, CA","06035","2020","2020",10,30016,Unreliable
,"Lassen County, CA","06035","2021","2021",Suppressed,33159,Suppressed
,"Lassen County, CA","06035","2022","2022",18,29904,Unreliable
,"Lassen County, CA","06035","2023 ","2023",20,28861,69.297668133
,"Los Angeles County, CA","06037","2018","2018",952,10105518,9.420595758
,"Los Angeles County, CA","06037","2019","2019",1236,10039107,12.311852040
,"Los Angeles County, CA","06037","2020","2020",2053,9943046,20.647596320
,"Los Angeles County, CA","06037","2021","2021",2292,9829544,23.317460098
,"Los Angeles County, CA","06037","2022","2022",2379,9721138,24.472443453
,"Los Angeles County, CA","06037","2023 ","2023",2266,9663345,23.449437022
,"Madera County, CA","06039","2018","2018",12,157672,Unreliable
,"Madera County, CA","06039","2019","2019",31,157327,19.704183007
,"Madera County, CA","06039","2020","2020",24,157761,15.212885314
,"Madera County, CA","06039","2021","2021",36,159410,22.583275830
,"Madera County, CA","06039","2022","2022",30,160256,18.720047923
,"Madera County, CA","06039","2023 ","2023",35,162858,21.491114959
,"Marin County, CA","06041","2018","2018",25,259666,9.627752575
,"Marin County, CA","06041","2019","2019",35,258826,13.522598193
,"Marin County, CA","06041","2020","2020",58,257332,22.538976886
,"Marin County, CA","06041","2021","2021",66,260206,25.364518881
,"Marin County, CA","06041","2022","2022",57,256018,22.264059558
,"Marin County, CA","06041","2023 ","2023",59,254407,23.191185777
,"Mariposa County, CA","06043","2018","2018",Suppressed,17471,Suppressed
,"Mariposa County, CA","06043","2019","2019",Suppressed,17203,Suppressed
,"Mariposa County, CA","06043","2020","2020",Suppressed,17160,Suppressed
,"Mariposa County, CA","06043","2021","2021",Suppressed,17147,Suppressed
,"Mariposa County, CA","06043","2022","2022",Suppressed,17020,Suppressed
,"Mariposa County, CA","06043","2023 ","2023",Suppressed,16919,Suppressed
,"Mendocino County, CA","06045","2018","2018",30,87606,34.244229847
,"Mendocino County, CA","06045","2019","2019",38,86749,43.804539534
,"Mendocino County, CA","06045","2020","2020",40,86061,46.478660485
,"Mendocino County, CA","06045","2021","2021",70,91305,76.666119052
,"Mendocino County, CA","06045","2022","2022",65,89783,72.396778900
,"Mendocino County, CA","06045","2023 ","2023",52,89108,58.356152085
,"Merced County, CA","06047","2018","2018",40,274765,14.557894928
,"Merced County, CA","06047","2019","2019",45,277680,16.205704408
,"Merced County, CA","06047","2020","2020",54,279252,19.337372696
,"Merced County, CA","06047","2021","2021",54,286461,18.850733608
,"Merced County, CA","06047","2022","2022",69,290014,23.791954871
,"Merced County, CA","06047","2023 ","2023",65,291920,22.266374349
,"Modoc County, CA","06049","2018","2018",0,8777,Unreliable
,"Modoc County, CA","06049","2019","2019",Suppressed,8841,Suppressed
,"Modoc County, CA","06049","2020","2020",0,8763,Unreliable
,"Modoc County, CA","06049","2021","2021",Suppressed,8661,Suppressed
,"Modoc County, CA","06049","2022","2022",Suppressed,8511,Suppressed
,"Modoc County, CA","06049","2023 ","2023",0,8500,Unreliable
,"Mono County, CA","06051","2018","2018",Suppressed,14250,Suppressed
,"Mono County, CA","06051","2019","2019",Suppressed,14444,Suppressed
,"Mono County, CA","06051","2020","2020",Suppressed,14534,Suppressed
,"Mono County, CA","06051","2021","2021",Suppressed,13247,Suppressed
,"Mono County, CA","06051","2022","2022",Suppressed,12978,Suppressed
,"Mono County, CA","06051","2023 ","2023",Suppressed,13066,Suppressed
,"Monterey County, CA","06053","2018","2018",53,435594,12.167293397
,"Monterey County, CA","06053","2019","2019",66,434061,15.205236130
,"Monterey County, CA","06053","2020","2020",95,430906,22.046571642
,"Monterey County, CA","06053","2021","2021",99,437325,22.637626479
,"Monterey County, CA","06053","2022","2022",83,432858,19.174879522
,"Monterey County, CA","06053","2023 ","2023",139,430723,32.271320547
,"Napa County, CA","06055","2018","2018",16,139417,Unreliable
,"Napa County, CA","06055","2019","2019",18,137744,Unreliable
,"Napa County, CA","06055","2020","2020",21,135965,15.445151326
,"Napa County, CA","06055","2021","2021",26,136207,19.088593097
,"Napa County, CA","06055","2022","2022",37,134300,27.550260611
,"Napa County, CA","06055","2023 ","2023",24,133216,18.015853951
,"Nevada County, CA","06057","2018","2018",14,99696,Unreliable
,"Nevada County, CA","06057","2019","2019",16,99755,Unreliable
,"Nevada County, CA","06057","2020","2020",36,99606,36.142401060
,"Nevada County, CA","06057","2021","2021",39,103487,37.685892914
,"Nevada County, CA","06057","2022","2022",32,102293,31.282687965
,"Nevada County, CA","06057","2023 ","2023",50,102037,49.001832669
,"Orange County, CA","06059","2018","2018",374,3185968,11.738975407
,"Orange County, CA","06059","2019","2019",368,3175692,11.588025539
,"Orange County, CA","06059","2020","2020",620,3166857,19.577770641
,"Orange County, CA","06059","2021","2021",884,3167809,27.905722851
,"Orange County, CA","06059","2022","2022",767,3151184,24.340057578
,"Orange County, CA","06059","2023 ","2023",729,3135755,23.247989719
,"Placer County, CA","06061","2018","2018",38,393149,9.665546650
,"Placer County, CA","06061","2019","2019",60,398329,15.062925371
,"Placer County, CA","06061","2020","2020",68,402950,16.875542871
,"Placer County, CA","06061","2021","2021",82,412300,19.888430754
,"Placer County, CA","06061","2022","2022",85,417772,20.346026062
,"Placer County, CA","06061","2023 ","2023",79,423561,18.651386695
,"Plumas County, CA","06063","2018","2018",Suppressed,18804,Suppressed
,"Plumas County, CA","06063","2019","2019",Suppressed,18807,Suppressed
,"Plumas County, CA","06063","2020","2020",Suppressed,18967,Suppressed
,"Plumas County, CA","06063","2021","2021",Suppressed,19915,Suppressed
,"Plumas County, CA","06063","2022","2022",Suppressed,19351,Suppressed
,"Plumas County, CA","06063","2023 ","2023",Suppressed,19131,Suppressed
,"Riverside County, CA","06065","2018","2018",419,2450758,17.096751291
,"Riverside County, CA","06065","2019","2019",452,2470546,18.295550862
,"Riverside County, CA","06065","2020","2020",704,2489188,28.282315357
,"Riverside County, CA","06065","2021","2021",823,2458395,33.477126336
,"Riverside County, CA","06065","2022","2022",875,2473902,35.369226428
,"Riverside County, CA","06065","2023 ","2023",869,2492442,34.865405093
,"Sacramento County, CA","06067","2018","2018",267,1540975,17.326692516
,"Sacramento County, CA","06067","2019","2019",345,1552058,22.228550737
,"Sacramento County, CA","06067","2020","2020",306,1559146,19.626128663
,"Sacramento County, CA","06067","2021","2021",523,1588921,32.915418702
,"Sacramento County, CA","06067","2022","2022",557,1584169,35.160390085
,"Sacramento County, CA","06067","2023 ","2023",664,1584288,41.911571633
,"San Benito County, CA","06069","2018","2018",Suppressed,61537,Suppressed
,"San Benito County, CA","06069","2019","2019",Suppressed,62808,Suppressed
,"San Benito County, CA","06069","2020","2020",Suppressed,64055,Suppressed
,"San Benito County, CA","06069","2021","2021",15,66677,Unreliable
,"San Benito County, CA","06069","2022","2022",16,67579,Unreliable
,"San Benito County, CA","06069","2023 ","2023",17,68175,Unreliable
,"San Bernardino County, CA","06071","2018","2018",301,2171603,13.860728687
,"San Bernardino County, CA","06071","2019","2019",268,2180085,12.293098664
,"San Bernardino County, CA","06071","2020","2020",537,2189183,24.529698979
,"San Bernardino County, CA","06071","2021","2021",592,2194710,26.973951000
,"San Bernardino County, CA","06071","2022","2022",586,2193656,26.713395355
,"San Bernardino County, CA","06071","2023 ","2023",661,2195611,30.105515048
,"San Diego County, CA","06073","2018","2018",468,3343364,13.997877587
,"San Diego County, CA","06073","2019","2019",508,3338330,15.217189433
,"San Diego County, CA","06073","2020","2020",761,3332427,22.836209165
,"San Diego County, CA","06073","2021","2021",984,3286069,29.944593373
,"San Diego County, CA","06073","2022","2022",974,3276208,29.729492145
,"San Diego County, CA","06073","2023 ","2023",906,3269973,27.706650789
,"San Francisco County, CA","06075","2018","2018",235,883305,26.604626941
,"San Francisco County, CA","06075","2019","2019",392,881549,44.467182199
,"San Francisco County, CA","06075","2020","2020",549,866606,63.350588387
,"San Francisco County, CA","06075","2021","2021",549,815201,67.345354091
,"San Francisco County, CA","06075","2022","2022",477,808437,59.002742329
,"San Francisco County, CA","06075","2023 ","2023",624,808988,77.133406182
,"San Joaquin County, CA","06077","2018","2018",124,752660,16.474902346
,"San Joaquin County, CA","06077","2019","2019",135,762148,17.713095094
,"San Joaquin County, CA","06077","2020","2020",169,767967,22.006153910
,"San Joaquin County, CA","06077","2021","2021",222,789410,28.122268530
,"San Joaquin County, CA","06077","2022","2022",172,793229,21.683523926
,"San Joaquin County, CA","06077","2023 ","2023",251,800965,31.337199503
,"San Luis Obispo County, CA","06079","2018","2018",38,284010,13.379810570
,"San Luis Obispo County, CA","06079","2019","2019",48,283111,16.954480751
,"San Luis Obispo County, CA","06079","2020","2020",82,282249,29.052361567
,"San Luis Obispo County, CA","06079","2021","2021",114,283159,40.260065899
,"San Luis Obispo County, CA","06079","2022","2022",87,282013,30.849641683
,"San Luis Obispo County, CA","06079","2023 ","2023",98,281639,34.796317271
,"San Mateo County, CA","06081","2018","2018",57,769545,7.406974251
,"San Mateo County, CA","06081","2019","2019",93,766573,12.131916986
,"San Mateo County, CA","06081","2020","2020",114,758308,15.033469250
,"San Mateo County, CA","06081","2021","2021",136,737888,18.430981396
,"San Mateo County, CA","06081","2022","2022",108,729181,14.811137427
,"San Mateo County, CA","06081","2023 ","2023",111,726353,15.281825779
,"Santa Barbara County, CA","06083","2018","2018",63,446527,14.108889272
,"Santa Barbara County, CA","06083","2019","2019",77,446499,17.245279385
,"Santa Barbara County, CA","06083","2020","2020",87,444766,19.560847727
,"Santa Barbara County, CA","06083","2021","2021",125,446475,27.997088303
,"Santa Barbara County, CA","06083","2022","2022",128,443837,28.839416272
,"Santa Barbara County, CA","06083","2023 ","2023",146,441257,33.087293799
,"Santa Clara County, CA","06085","2018","2018",157,1937570,8.102933055
,"Santa Clara County, CA","06085","2019","2019",197,1927852,10.218626741
,"Santa Clara County, CA","06085","2020","2020",294,1907105,15.416036348
,"Santa Clara County, CA","06085","2021","2021",315,1885508,16.706373030
,"Santa Clara County, CA","06085","2022","2022",339,1870945,18.119185759
,"Santa Clara County, CA","06085","2023 ","2023",347,1877592,18.481118369
,"Santa Cruz County, CA","06087","2018","2018",46,274255,16.772711528
,"Santa Cruz County, CA","06087","2019","2019",50,273213,18.300739716
,"Santa Cruz County, CA","06087","2020","2020",58,269925,21.487450218
,"Santa Cruz County, CA","06087","2021","2021",90,267792,33.608173508
,"Santa Cruz County, CA","06087","2022","2022",91,264370,34.421454779
,"Santa Cruz County, CA","06087","2023 ","2023",134,261547,51.233621491
,"Shasta County, CA","06089","2018","2018",39,180040,21.661852922
,"Shasta County, CA","06089","2019","2019",39,180080,21.657041315
,"Shasta County, CA","06089","2020","2020",54,179027,30.163048032
,"Shasta County, CA","06089","2021","2021",78,182139,42.824436282
,"Shasta County, CA","06089","2022","2022",70,180930,38.688995744
,"Shasta County, CA","06089","2023 ","2023",89,180366,49.344111418
,"Sierra County, CA","06091","2018","2018",Suppressed,2987,Suppressed
,"Sierra County, CA","06091","2019","2019",0,3005,Unreliable
,"Sierra County, CA","06091","2020","2020",Suppressed,2920,Suppressed
,"Sierra County, CA","06091","2021","2021",0,3283,Unreliable
,"Sierra County, CA","06091","2022","2022",0,3217,Unreliable
,"Sierra County, CA","06091","2023 ","2023",Suppressed,3200,Suppressed
,"Siskiyou County, CA","06093","2018","2018",Suppressed,43724,Suppressed
,"Siskiyou County, CA","06093","2019","2019",Suppressed,43539,Suppressed
,"Siskiyou County, CA","06093","2020","2020",12,43245,Unreliable
,"Siskiyou County, CA","06093","2021","2021",17,44118,Unreliable
,"Siskiyou County, CA","06093","2022","2022",25,43660,57.260650481
,"Siskiyou County, CA","06093","2023 ","2023",16,42905,Unreliable
,"Solano County, CA","06095","2018","2018",80,446610,17.912720270
,"Solano County, CA","06095","2019","2019",74,447643,16.531030308
,"Solano County, CA","06095","2020","2020",84,446935,18.794679316
,"Solano County, CA","06095","2021","2021",122,451716,27.008120146
,"Solano County, CA","06095","2022","2022",140,448747,31.197980154
,"Solano County, CA","06095","2023 ","2023",138,449218,30.720051289
,"Sonoma County, CA","06097","2018","2018",79,499942,15.801833013
,"Sonoma County, CA","06097","2019","2019",95,494336,19.217698084
,"Sonoma County, CA","06097","2020","2020",147,489819,30.011085728
,"Sonoma County, CA","06097","2021","2021",161,485887,33.135276309
,"Sonoma County, CA","06097","2022","2022",121,482650,25.069926448
,"Sonoma County, CA","06097","2023 ","2023",137,481812,28.434327082
,"Stanislaus County, CA","06099","2018","2018",95,549815,17.278539145
,"Stanislaus County, CA","06099","2019","2019",94,550660,17.070424581
,"Stanislaus County, CA","06099","2020","2020",147,550081,26.723337109
,"Stanislaus County, CA","06099","2021","2021",182,552999,32.911451919
,"Stanislaus County, CA","06099","2022","2022",194,551275,35.191147794
,"Stanislaus County, CA","06099","2023 ","2023",190,551430,34.455869285
,"Sutter County, CA","06101","2018","2018",19,96807,Unreliable
,"Sutter County, CA","06101","2019","2019",Suppressed,96971,Suppressed
,"Sutter County, CA","06101","2020","2020",23,96385,23.862634227
,"Sutter County, CA","06101","2021","2021",35,99063,35.331051957
,"Sutter County, CA","06101","2022","2022",39,98503,39.592702760
,"Sutter County, CA","06101","2023 ","2023",24,97948,24.502797403
,"Tehama County, CA","06103","2018","2018",Suppressed,63916,Suppressed
,"Tehama County, CA","06103","2019","2019",Suppressed,65084,Suppressed
,"Tehama County, CA","06103","2020","2020",Suppressed,64494,Suppressed
,"Tehama County, CA","06103","2021","2021",24,65498,36.642340224
,"Tehama County, CA","06103","2022","2022",31,65245,47.513219404
,"Tehama County, CA","06103","2023 ","2023",42,64896,64.718934911
,"Trinity County, CA","06105","2018","2018",Suppressed,12535,Suppressed
,"Trinity County, CA","06105","2019","2019",Suppressed,12285,Suppressed
,"Trinity County, CA","06105","2020","2020",Suppressed,12216,Suppressed
,"Trinity County, CA","06105","2021","2021",Suppressed,16060,Suppressed
,"Trinity County, CA","06105","2022","2022",Suppressed,15781,Suppressed
,"Trinity County, CA","06105","2023 ","2023",Suppressed,15670,Suppressed
,"Tulare County, CA","06107","2018","2018",58,465861,12.450065578
,"Tulare County, CA","06107","2019","2019",42,466195,9.009105632
,"Tulare County, CA","06107","2020","2020",76,468680,16.215754886
,"Tulare County, CA","06107","2021","2021",106,477054,22.219706784
,"Tulare County, CA","06107","2022","2022",112,477544,23.453336237
,"Tulare County, CA","06107","2023 ","2023",119,479468,24.819174585
,"Tuolumne County, CA","06109","2018","2018",Suppressed,54539,Suppressed
,"Tuolumne County, CA","06109","2019","2019",16,54478,Unreliable
,"Tuolumne County, CA","06109","2020","2020",Suppressed,54515,Suppressed
,"Tuolumne County, CA","06109","2021","2021",20,55810,35.835871708
,"Tuolumne County, CA","06109","2022","2022",21,54531,38.510205204
,"Tuolumne County, CA","06109","2023 ","2023",23,54204,42.432292820
,"Ventura County, CA","06111","2018","2018",137,850967,16.099331701
,"Ventura County, CA","06111","2019","2019",123,846006,14.538903979
,"Ventura County, CA","06111","2020","2020",187,841387,22.225206712
,"Ventura County, CA","06111","2021","2021",266,839784,31.674811618
,"Ventura County, CA","06111","2022","2022",236,832605,28.344773332
,"Ventura County, CA","06111","2023 ","2023",253,829590,30.496992490
,"Yolo County, CA","06113","2018","2018",23,220408,10.435192915
,"Yolo County, CA","06113","2019","2019",28,220500,12.698412698
,"Yolo County, CA","06113","2020","2020",36,219728,16.383892813
,"Yolo County, CA","06113","2021","2021",36,216986,16.590932134
,"Yolo County, CA","06113","2022","2022",45,222115,20.259775342
,"Yolo County, CA","06113","2023 ","2023",44,220544,19.950667440
,"Yuba County, CA","06115","2018","2018",16,78041,Unreliable
,"Yuba County, CA","06115","2019","2019",11,78668,Unreliable
,"Yuba County, CA","06115","2020","2020",19,80160,Unreliable
,"Yuba County, CA","06115","2021","2021",30,83421,35.962167800
,"Yuba County, CA","06115","2022","2022",39,84310,46.257857905
,"Yuba County, CA","06115","2023 ","2023",34,85722,39.663096988
,"Adams County, CO","08001","2018","2018",94,511868,18.364109497
,"Adams County, CO","08001","2019","2019",79,517421,15.268031255
,"Adams County, CO","08001","2020","2020",123,519883,23.659169467
,"Adams County, CO","08001","2021","2021",203,522140,38.878461715
,"Adams County, CO","08001","2022","2022",185,527575,35.066104345
,"Adams County, CO","08001","2023 ","2023",172,533365,32.248085270
,"Alamosa County, CO","08003","2018","2018",Suppressed,16683,Suppressed
,"Alamosa County, CO","08003","2019","2019",Suppressed,16233,Suppressed
,"Alamosa County, CO","08003","2020","2020",Suppressed,16180,Suppressed
,"Alamosa County, CO","08003","2021","2021",13,16547,Unreliable
,"Alamosa County, CO","08003","2022","2022",10,16592,Unreliable
,"Alamosa County, CO","08003","2023 ","2023",Suppressed,16655,Suppressed
,"Arapahoe County, CO","08005","2018","2018",102,651215,15.663029875
,"Arapahoe County, CO","08005","2019","2019",96,656590,14.620996360
,"Arapahoe County, CO","08005","2020","2020",132,657452,20.077511362
,"Arapahoe County, CO","08005","2021","2021",163,654900,24.889296076
,"Arapahoe County, CO","08005","2022","2022",172,655808,26.227188445
,"Arapahoe County, CO","08005","2023 ","2023",169,656061,25.759799775
,"Archuleta County, CO","08007","2018","2018",Suppressed,13765,Suppressed
,"Archuleta County, CO","08007","2019","2019",Suppressed,14029,Suppressed
,"Archuleta County, CO","08007","2020","2020",Suppressed,14196,Suppressed
,"Archuleta County, CO","08007","2021","2021",Suppressed,13790,Suppressed
,"Archuleta County, CO","08007","2022","2022",Suppressed,14003,Suppressed
,"Archuleta County, CO","08007","2023 ","2023",Suppressed,14189,Suppressed
,"Baca County, CO","08009","2018","2018",Suppressed,3585,Suppressed
,"Baca County, CO","08009","2019","2019",Suppressed,3581,Suppressed
,"Baca County, CO","08009","2020","2020",Suppressed,3555,Suppressed
,"Baca County, CO","08009","2021","2021",0,3514,Unreliable
,"Baca County, CO","08009","2022","2022",0,3432,Unreliable
,"Baca County, CO","08009","2023 ","2023",Suppressed,3344,Suppressed
,"Bent County, CO","08011","2018","2018",0,5882,Unreliable
,"Bent County, CO","08011","2019","2019",0,5577,Unreliable
,"Bent County, CO","08011","2020","2020",Suppressed,5356,Suppressed
,"Bent County, CO","08011","2021","2021",Suppressed,5759,Suppressed
,"Bent County, CO","08011","2022","2022",Suppressed,5399,Suppressed
,"Bent County, CO","08011","2023 ","2023",Suppressed,5681,Suppressed
,"Boulder County, CO","08013","2018","2018",29,326078,8.893577610
,"Boulder County, CO","08013","2019","2019",38,326196,11.649437761
,"Boulder County, CO","08013","2020","2020",47,327171,14.365576411
,"Boulder County, CO","08013","2021","2021",42,329543,12.744922514
,"Boulder County, CO","08013","2022","2022",56,327468,17.100907570
,"Boulder County, CO","08013","2023 ","2023",51,326831,15.604394932
,"Broomfield County, CO","08014","2018","2018",Suppressed,69267,Suppressed
,"Broomfield County, CO","08014","2019","2019",Suppressed,70465,Suppressed
,"Broomfield County, CO","08014","2020","2020",Suppressed,72236,Suppressed
,"Broomfield County, CO","08014","2021","2021",11,75325,Unreliable
,"Broomfield County, CO","08014","2022","2022",14,76121,Unreliable
,"Broomfield County, CO","08014","2023 ","2023",Suppressed,76860,Suppressed
,"Chaffee County, CO","08015","2018","2018",0,20027,Unreliable
,"Chaffee County, CO","08015","2019","2019",Suppressed,20356,Suppressed
,"Chaffee County, CO","08015","2020","2020",Suppressed,20661,Suppressed
,"Chaffee County, CO","08015","2021","2021",Suppressed,20074,Suppressed
,"Chaffee County, CO","08015","2022","2022",Suppressed,20223,Suppressed
,"Chaffee County, CO","08015","2023 ","2023",Suppressed,20617,Suppressed
,"Cheyenne County, CO","08017","2018","2018",0,1876,Unreliable
,"Cheyenne County, CO","08017","2019","2019",0,1831,Unreliable
,"Cheyenne County, CO","08017","2020","2020",Suppressed,1795,Suppressed
,"Cheyenne County, CO","08017","2021","2021",0,1707,Unreliable
,"Cheyenne County, CO","08017","2022","2022",0,1732,Unreliable
,"Cheyenne County, CO","08017","2023 ","2023",0,1727,Unreliable
,"Clear Creek County, CO","08019","2018","2018",0,9605,Unreliable
,"Clear Creek County, CO","08019","2019","2019",Suppressed,9700,Suppressed
,"Clear Creek County, CO","08019","2020","2020",Suppressed,9586,Suppressed
,"Clear Creek County, CO","08019","2021","2021",0,9446,Unreliable
,"Clear Creek County, CO","08019","2022","2022",Suppressed,9355,Suppressed
,"Clear Creek County, CO","08019","2023 ","2023",Suppressed,9147,Suppressed
,"Conejos County, CO","08021","2018","2018",0,8200,Unreliable
,"Conejos County, CO","08021","2019","2019",Suppressed,8205,Suppressed
,"Conejos County, CO","08021","2020","2020",Suppressed,8143,Suppressed
,"Conejos County, CO","08021","2021","2021",Suppressed,7612,Suppressed
,"Conejos County, CO","08021","2022","2022",Suppressed,7579,Suppressed
,"Conejos County, CO","08021","2023 ","2023",Suppressed,7521,Suppressed
,"Costilla County, CO","08023","2018","2018",0,3828,Unreliable
,"Costilla County, CO","08023","2019","2019",Suppressed,3887,Suppressed
,"Costilla County, CO","08023","2020","2020",Suppressed,3921,Suppressed
,"Costilla County, CO","08023","2021","2021",0,3625,Unreliable
,"Costilla County, CO","08023","2022","2022",Suppressed,3603,Suppressed
,"Costilla County, CO","08023","2023 ","2023",Suppressed,3628,Suppressed
,"Crowley County, CO","08025","2018","2018",Suppressed,5858,Suppressed
,"Crowley County, CO","08025","2019","2019",0,6061,Unreliable
,"Crowley County, CO","08025","2020","2020",Suppressed,5696,Suppressed
,"Crowley County, CO","08025","2021","2021",Suppressed,6012,Suppressed
,"Crowley County, CO","08025","2022","2022",Suppressed,5614,Suppressed
,"Crowley County, CO","08025","2023 ","2023",0,5636,Unreliable
,"Custer County, CO","08027","2018","2018",Suppressed,4954,Suppressed
,"Custer County, CO","08027","2019","2019",0,5068,Unreliable
,"Custer County, CO","08027","2020","2020",Suppressed,5183,Suppressed
,"Custer County, CO","08027","2021","2021",0,5045,Unreliable
,"Custer County, CO","08027","2022","2022",0,5335,Unreliable
,"Custer County, CO","08027","2023 ","2023",0,5534,Unreliable
,"Delta County, CO","08029","2018","2018",Suppressed,30953,Suppressed
,"Delta County, CO","08029","2019","2019",Suppressed,31162,Suppressed
,"Delta County, CO","08029","2020","2020",Suppressed,31067,Suppressed
,"Delta County, CO","08029","2021","2021",12,31661,Unreliable
,"Delta County, CO","08029","2022","2022",Suppressed,31602,Suppressed
,"Delta County, CO","08029","2023 ","2023",Suppressed,31746,Suppressed
,"Denver County, CO","08031","2018","2018",139,716492,19.400077042
,"Denver County, CO","08031","2019","2019",155,727211,21.314309052
,"Denver County, CO","08031","2020","2020",278,735538,37.795464000
,"Denver County, CO","08031","2021","2021",334,711463,46.945519303
,"Denver County, CO","08031","2022","2022",278,713252,38.976406656
,"Denver County, CO","08031","2023 ","2023",333,716577,46.470930549
,"Dolores County, CO","08033","2018","2018",0,2074,Unreliable
,"Dolores County, CO","08033","2019","2019",0,2055,Unreliable
,"Dolores County, CO","08033","2020","2020",Suppressed,2096,Suppressed
,"Dolores County, CO","08033","2021","2021",0,2397,Unreliable
,"Dolores County, CO","08033","2022","2022",0,2455,Unreliable
,"Dolores County, CO","08033","2023 ","2023",0,2513,Unreliable
,"Douglas County, CO","08035","2018","2018",17,342776,Unreliable
,"Douglas County, CO","08035","2019","2019",23,351154,6.549832837
,"Douglas County, CO","08035","2020","2020",44,360750,12.196812197
,"Douglas County, CO","08035","2021","2021",35,368990,9.485351907
,"Douglas County, CO","08035","2022","2022",37,375988,9.840739598
,"Douglas County, CO","08035","2023 ","2023",41,383906,10.679697634
,"Eagle County, CO","08037","2018","2018",Suppressed,54993,Suppressed
,"Eagle County, CO","08037","2019","2019",Suppressed,55127,Suppressed
,"Eagle County, CO","08037","2020","2020",Suppressed,54929,Suppressed
,"Eagle County, CO","08037","2021","2021",Suppressed,55727,Suppressed
,"Eagle County, CO","08037","2022","2022",Suppressed,55285,Suppressed
,"Eagle County, CO","08037","2023 ","2023",Suppressed,54381,Suppressed
,"Elbert County, CO","08039","2018","2018",Suppressed,26282,Suppressed
,"Elbert County, CO","08039","2019","2019",Suppressed,26729,Suppressed
,"Elbert County, CO","08039","2020","2020",Suppressed,27313,Suppressed
,"Elbert County, CO","08039","2021","2021",12,27128,Unreliable
,"Elbert County, CO","08039","2022","2022",Suppressed,27799,Suppressed
,"Elbert County, CO","08039","2023 ","2023",Suppressed,28806,Suppressed
,"El Paso County, CO","08041","2018","2018",173,713856,24.234579523
,"El Paso County, CO","08041","2019","2019",175,720403,24.291958806
,"El Paso County, CO","08041","2020","2020",248,728310,34.051434142
,"El Paso County, CO","08041","2021","2021",333,737867,45.130084419
,"El Paso County, CO","08041","2022","2022",369,740567,49.826686849
,"El Paso County, CO","08041","2023 ","2023",423,744215,56.838413630
,"Fremont County, CO","08043","2018","2018",12,48021,Unreliable
,"Fremont County, CO","08043","2019","2019",Suppressed,47839,Suppressed
,"Fremont County, CO","08043","2020","2020",17,47867,Unreliable
,"Fremont County, CO","08043","2021","2021",14,49661,Unreliable
,"Fremont County, CO","08043","2022","2022",17,49621,Unreliable
,"Fremont County, CO","08043","2023 ","2023",13,50318,Unreliable
